Script started on Tue 10 Aug 2021 11:49:40 PM EDT
[?1034hbash-4.2$ ./sort
Sorted Array[1066] 45657
Sorted Array[1067] 45727
Sorted Array[1068] 45746
Sorted Array[1069] 45750
Sorted Array[1070] 45770
Sorted Array[1071] 45880
Sorted Array[1072] 45916
Sorted Array[1073] 45930
Sorted Array[1074] 45957
Sorted Array[1075] 45999
Sorted Array[1076] 46017
Sorted Array[1077] 46136
Sorted Array[1078] 46143
Sorted Array[1079] 46169
Sorted Array[1080] 46189
Sorted Array[1081] 46328
Sorted Array[1082] 46398
Sorted Array[1083] 46430
Sorted Array[1084] 46458
Sorted Array[1085] 46489
Sorted Array[1086] 46543
Sorted Array[1087] 46613
Sorted Array[1088] 46659
Sorted Array[1089] 46763
Sorted Array[1090] 46763
Sorted Array[1091] 46775
Sorted Array[1092] 46835
Sorted Array[1093] 46838
Sorted Array[1094] 46912
Sorted Array[1095] 46916
Sorted Array[1096] 46942
Sorted Array[1097] 46950
Sorted Array[1098] 47008
Sorted Array[1099] 47056
Sorted Array[1100] 47179
Sorted Array[1101] 47262
Sorted Array[1102] 47325
Sorted Array[1103] 47345
Sorted Array[1104] 47407
Sorted Array[1105] 47413
Sorted Array[1106] 47421
Sorted Array[1107] 47434
Sorted Array[1108] 47505
Sorted Array[1109] 47725
Sorted Array[1110] 47734
Sorted Array[1111] 47772
Sorted Array[1112] 47794
Sorted Array[1113] 47838
Sorted Array[1114] 47942
Sorted Array[1115] 47983
Sorted Array[1116] 47994
Sorted Array[1117] 47995
Sorted Array[1118] 48015
Sorted Array[1119] 48063
Sorted Array[1120] 48099
Sorted Array[1121] 48107
Sorted Array[1122] 48109
Sorted Array[1123] 48171
Sorted Array[1124] 48244
Sorted Array[1125] 48347
Sorted Array[1126] 48353
Sorted Array[1127] 48395
Sorted Array[1128] 48444
Sorted Array[1129] 48448
Sorted Array[1130] 48511
Sorted Array[1131] 48522
Sorted Array[1132] 48539
Sorted Array[1133] 48547
Sorted Array[1134] 48686
Sorted Array[1135] 48825
Sorted Array[1136] 48905
Sorted Array[1137] 48938
Sorted Array[1138] 48943
Sorted Array[1139] 48970
Sorted Array[1140] 49020
Sorted Array[1141] 49042
Sorted Array[1142] 49352
Sorted Array[1143] 49377
Sorted Array[1144] 49384
Sorted Array[1145] 49424
Sorted Array[1146] 49425
Sorted Array[1147] 49427
Sorted Array[1148] 49456
Sorted Array[1149] 49480
Sorted Array[1150] 49490
Sorted Array[1151] 49571
Sorted Array[1152] 49583
Sorted Array[1153] 49621
Sorted Array[1154] 49660
Sorted Array[1155] 49736
Sorted Array[1156] 49784
Sorted Array[1157] 49860
Sorted Array[1158] 49882
Sorted Array[1159] 49886
Sorted Array[1160] 49888
Sorted Array[1161] 49891
Sorted Array[1162] 49927
Sorted Array[1163] 49960
Sorted Array[1164] 49983
Sorted Array[1165] 50060
Sorted Array[1166] 50113
Sorted Array[1167] 50164
Sorted Array[1168] 50209
Sorted Array[1169] 50219
Sorted Array[1170] 50270
Sorted Array[1171] 50286
Sorted Array[1172] 50332
Sorted Array[1173] 50402
Sorted Array[1174] 50462
Sorted Array[1175] 50487
Sorted Array[1176] 50491
Sorted Array[1177] 50508
Sorted Array[1178] 50645
Sorted Array[1179] 50681
Sorted Array[1180] 50787
Sorted Array[1181] 50825
Sorted Array[1182] 50838
Sorted Array[1183] 50886
Sorted Array[1184] 50924
Sorted Array[1185] 50965
Sorted Array[1186] 50990
Sorted Array[1187] 50994
Sorted Array[1188] 50995
Sorted Array[1189] 51002
Sorted Array[1190] 51012
Sorted Array[1191] 51064
Sorted Array[1192] 51096
Sorted Array[1193] 51222
Sorted Array[1194] 51249
Sorted Array[1195] 51256
Sorted Array[1196] 51311
Sorted Array[1197] 51366
Sorted Array[1198] 51374
Sorted Array[1199] 51393
Sorted Array[1200] 51478
Sorted Array[1201] 51558
Sorted Array[1202] 51604
Sorted Array[1203] 51614
Sorted Array[1204] 51668
Sorted Array[1205] 51704
Sorted Array[1206] 51739
Sorted Array[1207] 51805
Sorted Array[1208] 51838
Sorted Array[1209] 51861
Sorted Array[1210] 51958
Sorted Array[1211] 51973
Sorted Array[1212] 52003
Sorted Array[1213] 52034
Sorted Array[1214] 52064
Sorted Array[1215] 52234
Sorted Array[1216] 52235
Sorted Array[1217] 52304
Sorted Array[1218] 52347
Sorted Array[1219] 52472
Sorted Array[1220] 52539
Sorted Array[1221] 52544
Sorted Array[1222] 52608
Sorted Array[1223] 52754
Sorted Array[1224] 52799
Sorted Array[1225] 52887
Sorted Array[1226] 52893
Sorted Array[1227] 52918
Sorted Array[1228] 52964
Sorted Array[1229] 52966
Sorted Array[1230] 53061
Sorted Array[1231] 53066
Sorted Array[1232] 53082
Sorted Array[1233] 53137
Sorted Array[1234] 53214
Sorted Array[1235] 53245
Sorted Array[1236] 53249
Sorted Array[1237] 53289
Sorted Array[1238] 53332
Sorted Array[1239] 53343
Sorted Array[1240] 53343
Sorted Array[1241] 53372
Sorted Array[1242] 53493
Sorted Array[1243] 53520
Sorted Array[1244] 53566
Sorted Array[1245] 53581
Sorted Array[1246] 53693
Sorted Array[1247] 53703
Sorted Array[1248] 53761
Sorted Array[1249] 53825
Sorted Array[1250] 53868
Sorted Array[1251] 53877
Sorted Array[1252] 53921
Sorted Array[1253] 53930
Sorted Array[1254] 53939
Sorted Array[1255] 53988
Sorted Array[1256] 53997
Sorted Array[1257] 54014
Sorted Array[1258] 54016
Sorted Array[1259] 54030
Sorted Array[1260] 54031
Sorted Array[1261] 54047
Sorted Array[1262] 54051
Sorted Array[1263] 54116
Sorted Array[1264] 54143
Sorted Array[1265] 54167
Sorted Array[1266] 54197
Sorted Array[1267] 54208
Sorted Array[1268] 54234
Sorted Array[1269] 54251
Sorted Array[1270] 54266
Sorted Array[1271] 54347
Sorted Array[1272] 54420
Sorted Array[1273] 54420
Sorted Array[1274] 54437
Sorted Array[1275] 54465
Sorted Array[1276] 54486
Sorted Array[1277] 54567
Sorted Array[1278] 54615
Sorted Array[1279] 54655
Sorted Array[1280] 54708
Sorted Array[1281] 54777
Sorted Array[1282] 54782
Sorted Array[1283] 54823
Sorted Array[1284] 54875
Sorted Array[1285] 54980
Sorted Array[1286] 55038
Sorted Array[1287] 55123
Sorted Array[1288] 55146
Sorted Array[1289] 55217
Sorted Array[1290] 55257
Sorted Array[1291] 55399
Sorted Array[1292] 55459
Sorted Array[1293] 55545
Sorted Array[1294] 55548
Sorted Array[1295] 55551
Sorted Array[1296] 55556
Sorted Array[1297] 55595
Sorted Array[1298] 55635
Sorted Array[1299] 55646
Sorted Array[1300] 55657
Sorted Array[1301] 55695
Sorted Array[1302] 55710
Sorted Array[1303] 55716
Sorted Array[1304] 55747
Sorted Array[1305] 56075
Sorted Array[1306] 56097
Sorted Array[1307] 56173
Sorted Array[1308] 56187
Sorted Array[1309] 56221
Sorted Array[1310] 56321
Sorted Array[1311] 56326
Sorted Array[1312] 56376
Sorted Array[1313] 56389
Sorted Array[1314] 56435
Sorted Array[1315] 56459
Sorted Array[1316] 56463
Sorted Array[1317] 56469
Sorted Array[1318] 56485
Sorted Array[1319] 56495
Sorted Array[1320] 56519
Sorted Array[1321] 56547
Sorted Array[1322] 56550
Sorted Array[1323] 56554
Sorted Array[1324] 56565
Sorted Array[1325] 56599
Sorted Array[1326] 56629
Sorted Array[1327] 56639
Sorted Array[1328] 56676
Sorted Array[1329] 56713
Sorted Array[1330] 56802
Sorted Array[1331] 56807
Sorted Array[1332] 56851
Sorted Array[1333] 56866
Sorted Array[1334] 56935
Sorted Array[1335] 56960
Sorted Array[1336] 56979
Sorted Array[1337] 57191
Sorted Array[1338] 57211
Sorted Array[1339] 57247
Sorted Array[1340] 57293
Sorted Array[1341] 57306
Sorted Array[1342] 57341
Sorted Array[1343] 57391
Sorted Array[1344] 57464
Sorted Array[1345] 57465
Sorted Array[1346] 57492
Sorted Array[1347] 57562
Sorted Array[1348] 57585
Sorted Array[1349] 57619
Sorted Array[1350] 57665
Sorted Array[1351] 57708
Sorted Array[1352] 57826
Sorted Array[1353] 57857
Sorted Array[1354] 58021
Sorted Array[1355] 58098
Sorted Array[1356] 58120
Sorted Array[1357] 58184
Sorted Array[1358] 58236
Sorted Array[1359] 58239
Sorted Array[1360] 58242
Sorted Array[1361] 58250
Sorted Array[1362] 58262
Sorted Array[1363] 58364
Sorted Array[1364] 58388
Sorted Array[1365] 58423
Sorted Array[1366] 58425
Sorted Array[1367] 58435
Sorted Array[1368] 58514
Sorted Array[1369] 58519
Sorted Array[1370] 58522
Sorted Array[1371] 58526
Sorted Array[1372] 58532
Sorted Array[1373] 58556
Sorted Array[1374] 58613
Sorted Array[1375] 58639
Sorted Array[1376] 58673
Sorted Array[1377] 58723
Sorted Array[1378] 58731
Sorted Array[1379] 58820
Sorted Array[1380] 58883
Sorted Array[1381] 58919
Sorted Array[1382] 58919
Sorted Array[1383] 58959
Sorted Array[1384] 58967
Sorted Array[1385] 59027
Sorted Array[1386] 59035
Sorted Array[1387] 59057
Sorted Array[1388] 59072
Sorted Array[1389] 59087
Sorted Array[1390] 59096
Sorted Array[1391] 59145
Sorted Array[1392] 59202
Sorted Array[1393] 59207
Sorted Array[1394] 59208
Sorted Array[1395] 59561
Sorted Array[1396] 59576
Sorted Array[1397] 59584
Sorted Array[1398] 59590
Sorted Array[1399] 59636
Sorted Array[1400] 59693
Sorted Array[1401] 59725
Sorted Array[1402] 59729
Sorted Array[1403] 59828
Sorted Array[1404] 59833
Sorted Array[1405] 59854
Sorted Array[1406] 59861
Sorted Array[1407] 59919
Sorted Array[1408] 59956
Sorted Array[1409] 59961
Sorted Array[1410] 59969
Sorted Array[1411] 59975
Sorted Array[1412] 60017
Sorted Array[1413] 60018
Sorted Array[1414] 60026
Sorted Array[1415] 60050
Sorted Array[1416] 60056
Sorted Array[1417] 60072
Sorted Array[1418] 60077
Sorted Array[1419] 60147
Sorted Array[1420] 60159
Sorted Array[1421] 60164
Sorted Array[1422] 60167
Sorted Array[1423] 60178
Sorted Array[1424] 60228
Sorted Array[1425] 60235
Sorted Array[1426] 60277
Sorted Array[1427] 60312
Sorted Array[1428] 60338
Sorted Array[1429] 60373
Sorted Array[1430] 60396
Sorted Array[1431] 60445
Sorted Array[1432] 60449
Sorted Array[1433] 60463
Sorted Array[1434] 60529
Sorted Array[1435] 60728
Sorted Array[1436] 60817
Sorted Array[1437] 60842
Sorted Array[1438] 60851
Sorted Array[1439] 60851
Sorted Array[1440] 60933
Sorted Array[1441] 60961
Sorted Array[1442] 61036
Sorted Array[1443] 61053
Sorted Array[1444] 61090
Sorted Array[1445] 61105
Sorted Array[1446] 61116
Sorted Array[1447] 61117
Sorted Array[1448] 61133
Sorted Array[1449] 61153
Sorted Array[1450] 61209
Sorted Array[1451] 61307
Sorted Array[1452] 61346
Sorted Array[1453] 61380
Sorted Array[1454] 61429
Sorted Array[1455] 61488
Sorted Array[1456] 61562
Sorted Array[1457] 61766
Sorted Array[1458] 61852
Sorted Array[1459] 61920
Sorted Array[1460] 61939
Sorted Array[1461] 61961
Sorted Array[1462] 61965
Sorted Array[1463] 61990
Sorted Array[1464] 62002
Sorted Array[1465] 62038
Sorted Array[1466] 62041
Sorted Array[1467] 62060
Sorted Array[1468] 62135
Sorted Array[1469] 62175
Sorted Array[1470] 62201
Sorted Array[1471] 62207
Sorted Array[1472] 62303
Sorted Array[1473] 62306
Sorted Array[1474] 62331
Sorted Array[1475] 62341
Sorted Array[1476] 62410
Sorted Array[1477] 62427
Sorted Array[1478] 62497
Sorted Array[1479] 62601
Sorted Array[1480] 62627
Sorted Array[1481] 62653
Sorted Array[1482] 62654
Sorted Array[1483] 62654
Sorted Array[1484] 62762
Sorted Array[1485] 62785
Sorted Array[1486] 62792
Sorted Array[1487] 62841
Sorted Array[1488] 62844
Sorted Array[1489] 62855
Sorted Array[1490] 62897
Sorted Array[1491] 62938
Sorted Array[1492] 63028
Sorted Array[1493] 63043
Sorted Array[1494] 63065
Sorted Array[1495] 63098
Sorted Array[1496] 63113
Sorted Array[1497] 63163
Sorted Array[1498] 63172
Sorted Array[1499] 63203
Sorted Array[1500] 63247
Sorted Array[1501] 63279
Sorted Array[1502] 63302
Sorted Array[1503] 63325
Sorted Array[1504] 63359
Sorted Array[1505] 63368
Sorted Array[1506] 63407
Sorted Array[1507] 63441
Sorted Array[1508] 63448
Sorted Array[1509] 63530
Sorted Array[1510] 63536
Sorted Array[1511] 63592
Sorted Array[1512] 63599
Sorted Array[1513] 63607
Sorted Array[1514] 63646
Sorted Array[1515] 63714
Sorted Array[1516] 63764
Sorted Array[1517] 63796
Sorted Array[1518] 63860
Sorted Array[1519] 63873
Sorted Array[1520] 63879
Sorted Array[1521] 63926
Sorted Array[1522] 63931
Sorted Array[1523] 63980
Sorted Array[1524] 64002
Sorted Array[1525] 64006
Sorted Array[1526] 64036
Sorted Array[1527] 64053
Sorted Array[1528] 64067
Sorted Array[1529] 64110
Sorted Array[1530] 64111
Sorted Array[1531] 64118
Sorted Array[1532] 64206
Sorted Array[1533] 64220
Sorted Array[1534] 64230
Sorted Array[1535] 64254
Sorted Array[1536] 64278
Sorted Array[1537] 64310
Sorted Array[1538] 64402
Sorted Array[1539] 64420
Sorted Array[1540] 64516
Sorted Array[1541] 64543
Sorted Array[1542] 64569
Sorted Array[1543] 64636
Sorted Array[1544] 64672
Sorted Array[1545] 64677
Sorted Array[1546] 64809
Sorted Array[1547] 64857
Sorted Array[1548] 65021
Sorted Array[1549] 65061
Sorted Array[1550] 65079
Sorted Array[1551] 65134
Sorted Array[1552] 65149
Sorted Array[1553] 65162
Sorted Array[1554] 65163
Sorted Array[1555] 65229
Sorted Array[1556] 65236
Sorted Array[1557] 65240
Sorted Array[1558] 65276
Sorted Array[1559] 65281
Sorted Array[1560] 65312
Sorted Array[1561] 65352
Sorted Array[1562] 65434
Sorted Array[1563] 65479
Sorted Array[1564] 65486
Sorted Array[1565] 65525
Sorted Array[1566] 65547
Sorted Array[1567] 65566
Sorted Array[1568] 65570
Sorted Array[1569] 65599
Sorted Array[1570] 65610
Sorted Array[1571] 65643
Sorted Array[1572] 65695
Sorted Array[1573] 65719
Sorted Array[1574] 65765
Sorted Array[1575] 65775
Sorted Array[1576] 65884
Sorted Array[1577] 65945
Sorted Array[1578] 65973
Sorted Array[1579] 65975
Sorted Array[1580] 66015
Sorted Array[1581] 66017
Sorted Array[1582] 66017
Sorted Array[1583] 66050
Sorted Array[1584] 66090
Sorted Array[1585] 66206
Sorted Array[1586] 66210
Sorted Array[1587] 66222
Sorted Array[1588] 66234
Sorted Array[1589] 66246
Sorted Array[1590] 66258
Sorted Array[1591] 66294
Sorted Array[1592] 66328
Sorted Array[1593] 66339
Sorted Array[1594] 66379
Sorted Array[1595] 66401
Sorted Array[1596] 66455
Sorted Array[1597] 66459
Sorted Array[1598] 66497
Sorted Array[1599] 66520
Sorted Array[1600] 66571
Sorted Array[1601] 66590
Sorted Array[1602] 66612
Sorted Array[1603] 66622
Sorted Array[1604] 66762
Sorted Array[1605] 66792
Sorted Array[1606] 66808
Sorted Array[1607] 66873
Sorted Array[1608] 66898
Sorted Array[1609] 66950
Sorted Array[1610] 67023
Sorted Array[1611] 67051
Sorted Array[1612] 67053
Sorted Array[1613] 67082
Sorted Array[1614] 67104
Sorted Array[1615] 67194
Sorted Array[1616] 67289
Sorted Array[1617] 67291
Sorted Array[1618] 67322
Sorted Array[1619] 67334
Sorted Array[1620] 67365
Sorted Array[1621] 67389
Sorted Array[1622] 67391
Sorted Array[1623] 67423
Sorted Array[1624] 67490
Sorted Array[1625] 67492
Sorted Array[1626] 67555
Sorted Array[1627] 67570
Sorted Array[1628] 67595
Sorted Array[1629] 67621
Sorted Array[1630] 67642
Sorted Array[1631] 67655
Sorted Array[1632] 67693
Sorted Array[1633] 67744
Sorted Array[1634] 67769
Sorted Array[1635] 67790
Sorted Array[1636] 67844
Sorted Array[1637] 67863
Sorted Array[1638] 67891
Sorted Array[1639] 67927
Sorted Array[1640] 67933
Sorted Array[1641] 67944
Sorted Array[1642] 67954
Sorted Array[1643] 67957
Sorted Array[1644] 67965
Sorted Array[1645] 67987
Sorted Array[1646] 68009
Sorted Array[1647] 68033
Sorted Array[1648] 68084
Sorted Array[1649] 68127
Sorted Array[1650] 68157
Sorted Array[1651] 68196
Sorted Array[1652] 68220
Sorted Array[1653] 68240
Sorted Array[1654] 68250
Sorted Array[1655] 68255
Sorted Array[1656] 68338
Sorted Array[1657] 68346
Sorted Array[1658] 68347
Sorted Array[1659] 68360
Sorted Array[1660] 68363
Sorted Array[1661] 68385
Sorted Array[1662] 68432
Sorted Array[1663] 68461
Sorted Array[1664] 68529
Sorted Array[1665] 68629
Sorted Array[1666] 68637
Sorted Array[1667] 68652
Sorted Array[1668] 68683
Sorted Array[1669] 68701
Sorted Array[1670] 68759
Sorted Array[1671] 68804
Sorted Array[1672] 68806
Sorted Array[1673] 68817
Sorted Array[1674] 68828
Sorted Array[1675] 68848
Sorted Array[1676] 68858
Sorted Array[1677] 68899
Sorted Array[1678] 68957
Sorted Array[1679] 68981
Sorted Array[1680] 68998
Sorted Array[1681] 69174
Sorted Array[1682] 69229
Sorted Array[1683] 69274
Sorted Array[1684] 69283
Sorted Array[1685] 69296
Sorted Array[1686] 69393
Sorted Array[1687] 69402
Sorted Array[1688] 69441
Sorted Array[1689] 69483
Sorted Array[1690] 69521
Sorted Array[1691] 69552
Sorted Array[1692] 69589
Sorted Array[1693] 69628
Sorted Array[1694] 69650
Sorted Array[1695] 69683
Sorted Array[1696] 69791
Sorted Array[1697] 69794
Sorted Array[1698] 69804
Sorted Array[1699] 69837
Sorted Array[1700] 69962
Sorted Array[1701] 69969
Sorted Array[1702] 70019
Sorted Array[1703] 70063
Sorted Array[1704] 70100
Sorted Array[1705] 70124
Sorted Array[1706] 70165
Sorted Array[1707] 70202
Sorted Array[1708] 70347
Sorted Array[1709] 70353
Sorted Array[1710] 70443
Sorted Array[1711] 70483
Sorted Array[1712] 70514
Sorted Array[1713] 70518
Sorted Array[1714] 70551
Sorted Array[1715] 70603
Sorted Array[1716] 70622
Sorted Array[1717] 70673
Sorted Array[1718] 70802
Sorted Array[1719] 70908
Sorted Array[1720] 71066
Sorted Array[1721] 71242
Sorted Array[1722] 71287
Sorted Array[1723] 71299
Sorted Array[1724] 71301
Sorted Array[1725] 71317
Sorted Array[1726] 71380
Sorted Array[1727] 71403
Sorted Array[1728] 71435
Sorted Array[1729] 71473
Sorted Array[1730] 71474
Sorted Array[1731] 71498
Sorted Array[1732] 71536
Sorted Array[1733] 71632
Sorted Array[1734] 71641
Sorted Array[1735] 71712
Sorted Array[1736] 71800
Sorted Array[1737] 71801
Sorted Array[1738] 71808
Sorted Array[1739] 71817
Sorted Array[1740] 71839
Sorted Array[1741] 71854
Sorted Array[1742] 71874
Sorted Array[1743] 71907
Sorted Array[1744] 71934
Sorted Array[1745] 71976
Sorted Array[1746] 72028
Sorted Array[1747] 72055
Sorted Array[1748] 72156
Sorted Array[1749] 72170
Sorted Array[1750] 72317
Sorted Array[1751] 72361
Sorted Array[1752] 72422
Sorted Array[1753] 72431
Sorted Array[1754] 72463
Sorted Array[1755] 72486
Sorted Array[1756] 72567
Sorted Array[1757] 72580
Sorted Array[1758] 72586
Sorted Array[1759] 72595
Sorted Array[1760] 72595
Sorted Array[1761] 72631
Sorted Array[1762] 72657
Sorted Array[1763] 72658
Sorted Array[1764] 72735
Sorted Array[1765] 72782
Sorted Array[1766] 72844
Sorted Array[1767] 72883
Sorted Array[1768] 72899
Sorted Array[1769] 73025
Sorted Array[1770] 73188
Sorted Array[1771] 73197
Sorted Array[1772] 73206
Sorted Array[1773] 73261
Sorted Array[1774] 73288
Sorted Array[1775] 73352
Sorted Array[1776] 73421
Sorted Array[1777] 73499
Sorted Array[1778] 73625
Sorted Array[1779] 73652
Sorted Array[1780] 73665
Sorted Array[1781] 73687
Sorted Array[1782] 73781
Sorted Array[1783] 73808
Sorted Array[1784] 73823
Sorted Array[1785] 73834
Sorted Array[1786] 73863
Sorted Array[1787] 73890
Sorted Array[1788] 73894
Sorted Array[1789] 73896
Sorted Array[1790] 73902
Sorted Array[1791] 73902
Sorted Array[1792] 73903
Sorted Array[1793] 73958
Sorted Array[1794] 74022
Sorted Array[1795] 74089
Sorted Array[1796] 74145
Sorted Array[1797] 74256
Sorted Array[1798] 74341
Sorted Array[1799] 74348
Sorted Array[1800] 74399
Sorted Array[1801] 74415
Sorted Array[1802] 74445
Sorted Array[1803] 74507
Sorted Array[1804] 74541
Sorted Array[1805] 74544
Sorted Array[1806] 74576
Sorted Array[1807] 74578
Sorted Array[1808] 74597
Sorted Array[1809] 74623
Sorted Array[1810] 74667
Sorted Array[1811] 74706
Sorted Array[1812] 74745
Sorted Array[1813] 74749
Sorted Array[1814] 74801
Sorted Array[1815] 74822
Sorted Array[1816] 74901
Sorted Array[1817] 74953
Sorted Array[1818] 74983
Sorted Array[1819] 74994
Sorted Array[1820] 75007
Sorted Array[1821] 75010
Sorted Array[1822] 75035
Sorted Array[1823] 75048
Sorted Array[1824] 75083
Sorted Array[1825] 75163
Sorted Array[1826] 75282
Sorted Array[1827] 75287
Sorted Array[1828] 75304
Sorted Array[1829] 75378
Sorted Array[1830] 75425
Sorted Array[1831] 75430
Sorted Array[1832] 75508
Sorted Array[1833] 75513
Sorted Array[1834] 75535
Sorted Array[1835] 75566
Sorted Array[1836] 75572
Sorted Array[1837] 75627
Sorted Array[1838] 75697
Sorted Array[1839] 75802
Sorted Array[1840] 75825
Sorted Array[1841] 75833
Sorted Array[1842] 75903
Sorted Array[1843] 75936
Sorted Array[1844] 75964
Sorted Array[1845] 75975
Sorted Array[1846] 75983
Sorted Array[1847] 76009
Sorted Array[1848] 76013
Sorted Array[1849] 76060
Sorted Array[1850] 76063
Sorted Array[1851] 76084
Sorted Array[1852] 76252
