Script started on Tue 10 Aug 2021 09:12:14 PM EDT
[?1034hbash-4.2$ clear./trie[K[K[K[K[K[K./sort
array[1484]: 479346
array[1485]: 100172
array[1486]: 229575
array[1487]: 193722
array[1488]: 417809
array[1489]: 441969
array[1490]: 195367
array[1491]: 230810
array[1492]: 262679
array[1493]: 920726
array[1494]: 363730
array[1495]: 291103
array[1496]: 460028
array[1497]: 474886
array[1498]: 671385
array[1499]: 414401
array[1500]: 407577
array[1501]: 356078
array[1502]: 853194
array[1503]: 527743
array[1504]: 319077
array[1505]: 868958
array[1506]: 93931
array[1507]: 519131
array[1508]: 399339
array[1509]: 734047
array[1510]: 564304
array[1511]: 435239
array[1512]: 797905
array[1513]: 991532
array[1514]: 602790
array[1515]: 749686
array[1516]: 1008514
array[1517]: 511033
array[1518]: 876173
array[1519]: 377575
array[1520]: 615934
array[1521]: 390943
array[1522]: 992914
array[1523]: 215018
array[1524]: 117241
array[1525]: 979085
array[1526]: 874401
array[1527]: 760496
array[1528]: 335821
array[1529]: 129876
array[1530]: 437088
array[1531]: 301107
array[1532]: 289436
array[1533]: 139481
array[1534]: 946024
array[1535]: 560963
array[1536]: 68033
array[1537]: 628940
array[1538]: 370359
array[1539]: 135368
array[1540]: 870049
array[1541]: 484923
array[1542]: 608912
array[1543]: 604312
array[1544]: 184613
array[1545]: 773686
array[1546]: 519894
array[1547]: 390540
array[1548]: 739291
array[1549]: 867655
array[1550]: 190775
array[1551]: 641630
array[1552]: 499198
array[1553]: 989172
array[1554]: 539539
array[1555]: 338046
array[1556]: 740026
array[1557]: 621383
array[1558]: 735305
array[1559]: 673923
array[1560]: 170055
array[1561]: 533164
array[1562]: 310509
array[1563]: 834404
array[1564]: 969975
array[1565]: 182952
array[1566]: 891856
array[1567]: 273179
array[1568]: 370501
array[1569]: 705917
array[1570]: 750817
array[1571]: 274497
array[1572]: 685839
array[1573]: 454167
array[1574]: 459069
array[1575]: 94295
array[1576]: 174482
array[1577]: 945230
array[1578]: 435082
array[1579]: 380346
array[1580]: 152673
array[1581]: 276355
array[1582]: 948658
array[1583]: 158831
array[1584]: 528523
array[1585]: 984592
array[1586]: 314634
array[1587]: 591373
array[1588]: 14567
array[1589]: 477873
array[1590]: 429192
array[1591]: 884997
array[1592]: 214187
array[1593]: 372130
array[1594]: 979744
array[1595]: 159829
array[1596]: 799472
array[1597]: 849684
array[1598]: 424029
array[1599]: 557175
array[1600]: 86563
array[1601]: 904673
array[1602]: 173509
array[1603]: 22905
array[1604]: 966584
array[1605]: 610740
array[1606]: 714690
array[1607]: 568117
array[1608]: 272978
array[1609]: 388951
array[1610]: 10529
array[1611]: 301017
array[1612]: 182207
array[1613]: 906752
array[1614]: 454767
array[1615]: 724257
array[1616]: 1011454
array[1617]: 157884
array[1618]: 727375
array[1619]: 517606
array[1620]: 692774
array[1621]: 1001320
array[1622]: 124353
array[1623]: 886289
array[1624]: 145207
array[1625]: 846653
array[1626]: 246502
array[1627]: 465354
array[1628]: 122540
array[1629]: 740155
array[1630]: 942762
array[1631]: 642468
array[1632]: 797351
array[1633]: 154456
array[1634]: 137883
array[1635]: 149521
array[1636]: 468147
array[1637]: 716433
array[1638]: 1005763
array[1639]: 431
array[1640]: 652311
array[1641]: 844783
array[1642]: 284334
array[1643]: 86389
array[1644]: 71066
array[1645]: 673071
array[1646]: 246548
array[1647]: 127487
array[1648]: 834219
array[1649]: 771973
array[1650]: 619032
array[1651]: 778206
array[1652]: 328527
array[1653]: 448050
array[1654]: 911608
array[1655]: 574943
array[1656]: 867844
array[1657]: 187758
array[1658]: 422919
array[1659]: 928612
array[1660]: 381738
array[1661]: 387831
array[1662]: 707441
array[1663]: 382366
array[1664]: 826292
array[1665]: 911799
array[1666]: 725185
array[1667]: 656941
array[1668]: 669037
array[1669]: 775781
array[1670]: 726065
array[1671]: 317877
array[1672]: 400836
array[1673]: 400187
array[1674]: 939452
array[1675]: 371564
array[1676]: 276380
array[1677]: 627525
array[1678]: 430827
array[1679]: 272015
array[1680]: 478839
array[1681]: 809029
array[1682]: 344844
array[1683]: 552908
array[1684]: 378116
array[1685]: 500012
array[1686]: 408673
array[1687]: 381047
array[1688]: 376830
array[1689]: 516037
array[1690]: 273258
array[1691]: 958643
array[1692]: 304272
array[1693]: 132352
array[1694]: 507273
array[1695]: 754123
array[1696]: 662947
array[1697]: 828973
array[1698]: 714461
array[1699]: 377964
array[1700]: 468397
array[1701]: 136188
array[1702]: 69791
array[1703]: 419186
array[1704]: 542429
array[1705]: 64516
array[1706]: 150566
array[1707]: 370748
array[1708]: 38039
array[1709]: 726820
array[1710]: 106686
array[1711]: 999568
array[1712]: 796622
array[1713]: 445495
array[1714]: 471294
array[1715]: 952592
array[1716]: 405381
array[1717]: 459610
array[1718]: 1009995
array[1719]: 790284
array[1720]: 602950
array[1721]: 317619
array[1722]: 817248
array[1723]: 927958
array[1724]: 863766
array[1725]: 683431
array[1726]: 144933
array[1727]: 756707
array[1728]: 475513
array[1729]: 779797
array[1730]: 596713
array[1731]: 328133
array[1732]: 60338
array[1733]: 20511
array[1734]: 78185
array[1735]: 681944
array[1736]: 24488
array[1737]: 189022
array[1738]: 64220
array[1739]: 781259
array[1740]: 438117
array[1741]: 848778
array[1742]: 328137
array[1743]: 394482
array[1744]: 542428
array[1745]: 243986
array[1746]: 124127
array[1747]: 993376
array[1748]: 250007
array[1749]: 937500
array[1750]: 674857
array[1751]: 787162
array[1752]: 82956
array[1753]: 585428
array[1754]: 525747
array[1755]: 74983
array[1756]: 83999
array[1757]: 124072
array[1758]: 396007
array[1759]: 954413
array[1760]: 542928
array[1761]: 1008348
array[1762]: 808179
array[1763]: 657866
array[1764]: 199122
array[1765]: 987608
array[1766]: 37439
array[1767]: 1013458
array[1768]: 415939
array[1769]: 222204
array[1770]: 246426
array[1771]: 937877
array[1772]: 227707
array[1773]: 436643
array[1774]: 351750
array[1775]: 39720
array[1776]: 151408
array[1777]: 67555
array[1778]: 993719
array[1779]: 92450
array[1780]: 755575
array[1781]: 655829
array[1782]: 54782
array[1783]: 868419
array[1784]: 633786
array[1785]: 877180
array[1786]: 148961
array[1787]: 825243
array[1788]: 504887
array[1789]: 108313
array[1790]: 900389
array[1791]: 208606
array[1792]: 741945
array[1793]: 435153
array[1794]: 417585
array[1795]: 311298
array[1796]: 187392
array[1797]: 315268
array[1798]: 775412
array[1799]: 588921
array[1800]: 984219
array[1801]: 536493
array[1802]: 928629
array[1803]: 192467
array[1804]: 438176
array[1805]: 356898
array[1806]: 542412
array[1807]: 903511
array[1808]: 291088
array[1809]: 281310
array[1810]: 448846
array[1811]: 454754
array[1812]: 731432
array[1813]: 753909
array[1814]: 819449
array[1815]: 376024
array[1816]: 198616
array[1817]: 248648
array[1818]: 511387
array[1819]: 503786
array[1820]: 274132
array[1821]: 894161
array[1822]: 317939
array[1823]: 266178
array[1824]: 123324
array[1825]: 606028
array[1826]: 604300
array[1827]: 872997
array[1828]: 633121
array[1829]: 789701
array[1830]: 444607
array[1831]: 229509
array[1832]: 300200
array[1833]: 899786
array[1834]: 992033
array[1835]: 483514
array[1836]: 321874
array[1837]: 758375
array[1838]: 275008
array[1839]: 63407
array[1840]: 696125
array[1841]: 597787
array[1842]: 1013636
array[1843]: 14268
array[1844]: 258363
array[1845]: 203709
array[1846]: 210366
array[1847]: 392984
array[1848]: 296659
array[1849]: 445809
array[1850]: 942223
array[1851]: 771981
array[1852]: 368329
array[1853]: 106846
array[1854]: 515969
array[1855]: 602505
array[1856]: 153965
array[1857]: 635233
array[1858]: 528674
array[1859]: 668922
array[1860]: 668549
array[1861]: 320206
array[1862]: 276019
array[1863]: 279194
array[1864]: 508527
array[1865]: 387616
array[1866]: 401356
array[1867]: 299552
array[1868]: 579012
array[1869]: 220969
array[1870]: 602026
array[1871]: 440229
array[1872]: 652102
array[1873]: 686943
array[1874]: 523355
array[1875]: 495125
array[1876]: 1020140
array[1877]: 64006
array[1878]: 962071
array[1879]: 494830
array[1880]: 82539
array[1881]: 844876
array[1882]: 114183
array[1883]: 349671
array[1884]: 708730
array[1885]: 204796
array[1886]: 226995
array[1887]: 366670
array[1888]: 590802
array[1889]: 799207
array[1890]: 836992
array[1891]: 338755
array[1892]: 526260
array[1893]: 436139
array[1894]: 234704
array[1895]: 768449
array[1896]: 94816
array[1897]: 385142
array[1898]: 689989
array[1899]: 274919
array[1900]: 507809
array[1901]: 995418
array[1902]: 1010453
array[1903]: 372518
array[1904]: 466909
array[1905]: 503868
array[1906]: 600034
array[1907]: 29268
array[1908]: 26916
array[1909]: 402323
array[1910]: 891121
array[1911]: 392091
array[1912]: 327853
array[1913]: 632385
array[1914]: 60072
array[1915]: 492588
array[1916]: 630694
array[1917]: 160387
array[1918]: 510549
array[1919]: 595172
array[1920]: 787305
array[1921]: 392390
array[1922]: 419653
array[1923]: 752806
array[1924]: 912560
array[1925]: 113661
array[1926]: 780618
array[1927]: 900292
array[1928]: 287313
array[1929]: 933539
array[1930]: 626571
array[1931]: 500942
array[1932]: 341721
array[1933]: 866195
array[1934]: 684604
array[1935]: 887515
array[1936]: 983706
array[1937]: 209589
array[1938]: 210636
array[1939]: 496176
array[1940]: 923726
array[1941]: 258345
array[1942]: 8732
array[1943]: 163054
array[1944]: 924778
array[1945]: 154751
array[1946]: 854253
array[1947]: 537124
array[1948]: 401092
array[1949]: 185864
array[1950]: 577298
array[1951]: 74953
array[1952]: 916424
array[1953]: 335440
array[1954]: 336853
array[1955]: 552365
array[1956]: 599233
array[1957]: 59729
array[1958]: 394302
array[1959]: 658328
array[1960]: 716165
array[1961]: 140580
array[1962]: 78255
array[1963]: 963600
array[1964]: 928865
array[1965]: 302429
array[1966]: 781222
array[1967]: 433169
array[1968]: 800771
array[1969]: 529379
array[1970]: 841014
array[1971]: 567759
array[1972]: 933087
array[1973]: 912817
array[1974]: 621225
array[1975]: 876030
array[1976]: 607882
array[1977]: 509154
array[1978]: 52472
array[1979]: 274575
array[1980]: 759695
array[1981]: 784520
array[1982]: 761358
array[1983]: 979795
array[1984]: 387210
array[1985]: 674461
array[1986]: 616007
array[1987]: 279899
array[1988]: 966567
array[1989]: 493015
array[1990]: 679834
array[1991]: 77466
array[1992]: 92272
array[1993]: 293919
array[1994]: 253104
array[1995]: 640469
array[1996]: 489555
array[1997]: 405555
array[1998]: 767219
array[1999]: 751798
array[2000]: 993538
array[2001]: 120063
array[2002]: 732957
array[2003]: 426246
array[2004]: 886092
array[2005]: 861418
array[2006]: 398424
array[2007]: 308937
array[2008]: 881657
array[2009]: 517093
array[2010]: 533469
array[2011]: 219488
array[2012]: 520812
array[2013]: 886657
array[2014]: 965472
array[2015]: 686186
array[2016]: 711444
array[2017]: 806801
array[2018]: 149919
array[2019]: 48970
array[2020]: 729961
array[2021]: 389782
array[2022]: 617011
array[2023]: 153905
array[2024]: 1021166
array[2025]: 897230
array[2026]: 234656
array[2027]: 373387
array[2028]: 592917
array[2029]: 855515
array[2030]: 609293
array[2031]: 590623
array[2032]: 829420
array[2033]: 974898
array[2034]: 845867
array[2035]: 56550
array[2036]: 540527
array[2037]: 477800
array[2038]: 418795
array[2039]: 363035
array[2040]: 86682
array[2041]: 1000736
array[2042]: 987534
array[2043]: 397754
array[2044]: 465247
array[2045]: 231562
array[2046]: 974506
array[2047]: 143304
array[2048]: 107920
array[2049]: 728844
array[2050]: 285400
array[2051]: 603434
array[2052]: 541436
array[2053]: 535732
array[2054]: 639300
array[2055]: 294546
array[2056]: 668142
array[2057]: 77811
array[2058]: 270847
array[2059]: 647455
array[2060]: 662426
array[2061]: 248154
array[2062]: 1000904
array[2063]: 541330
array[2064]: 969980
array[2065]: 380053
array[2066]: 624881
array[2067]: 710738
array[2068]: 612817
array[2069]: 439614
array[2070]: 569100
array[2071]: 598842
array[2072]: 401626
array[2073]: 870781
array[2074]: 888933
array[2075]: 454832
array[2076]: 106477
array[2077]: 653865
array[2078]: 314005
array[2079]: 123468
array[2080]: 333577
array[2081]: 382441
array[2082]: 447391
array[2083]: 809129
array[2084]: 438872
array[2085]: 621549
array[2086]: 572301
array[2087]: 115125
array[2088]: 791159
array[2089]: 305842
array[2090]: 370614
array[2091]: 458303
array[2092]: 539448
array[2093]: 248900
array[2094]: 342036
array[2095]: 160466
array[2096]: 684145
array[2097]: 995885
array[2098]: 957770
array[2099]: 1018675
array[2100]: 702468
array[2101]: 517621
array[2102]: 1006658
array[2103]: 621950
array[2104]: 489687
array[2105]: 446358
array[2106]: 32236
array[2107]: 166175
array[2108]: 942050
array[2109]: 768116
array[2110]: 152462
array[2111]: 916683
array[2112]: 746116
array[2113]: 134436
array[2114]: 67790
array[2115]: 528313
array[2116]: 162793
array[2117]: 875210
array[2118]: 811287
array[2119]: 824299
array[2120]: 712610
array[2121]: 199142
array[2122]: 120942
array[2123]: 805682
array[2124]: 815525
array[2125]: 779008
array[2126]: 42277
array[2127]: 618923
array[2128]: 901611
array[2129]: 139120
array[2130]: 163051
array[2131]: 251734
array[2132]: 909612
array[2133]: 58959
array[2134]: 589827
array[2135]: 846965
array[2136]: 71536
array[2137]: 987983
array[2138]: 693536
array[2139]: 837043
array[2140]: 739822
array[2141]: 618952
array[2142]: 835507
array[2143]: 637770
array[2144]: 968898
array[2145]: 241378
array[2146]: 922662
array[2147]: 164144
array[2148]: 792981
array[2149]: 557898
array[2150]: 111645
array[2151]: 60228
array[2152]: 816497
array[2153]: 264341
array[2154]: 873489
array[2155]: 19325
array[2156]: 95210
array[2157]: 603498
array[2158]: 445466
array[2159]: 570076
array[2160]: 927223
array[2161]: 865231
array[2162]: 745204
array[2163]: 222490
array[2164]: 54777
array[2165]: 177461
array[2166]: 301298
array[2167]: 577540
array[2168]: 556990
array[2169]: 54437
array[2170]: 924549
array[2171]: 630698
array[2172]: 815757
array[2173]: 205579
array[2174]: 334513
array[2175]: 452124
array[2176]: 27165
array[2177]: 713698
array[2178]: 72422
array[2179]: 48825
array[2180]: 447481
array[2181]: 392424
array[2182]: 562850
array[2183]: 602503
array[2184]: 562778
array[2185]: 424665
array[2186]: 53939
array[2187]: 59725
array[2188]: 184998
array[2189]: 393694
array[2190]: 245944
array[2191]: 636598
array[2192]: 777985
array[2193]: 10685
array[2194]: 264652
array[2195]: 251039
array[2196]: 275403
array[2197]: 474060
array[2198]: 888429
array[2199]: 123531
array[2200]: 1022446
array[2201]: 677851
array[2202]: 597119
array[2203]: 161572
array[2204]: 880483
array[2205]: 826663
array[2206]: 636426
array[2207]: 579373
array[2208]: 674242
array[2209]: 43814
array[2210]: 487253
array[2211]: 874885
array[2212]: 582059
array[2213]: 301400
array[2214]: 102522
array[2215]: 817755
array[2216]: 743588
array[2217]: 214991
array[2218]: 836106
array[2219]: 227597
array[2220]: 206303
array[2221]: 930361
array[2222]: 973274
array[2223]: 587080
array[2224]: 63163
array[2225]: 193283
array[2226]: 4806
array[2227]: 899617
array[2228]: 757739
array[2229]: 1005433
array[2230]: 599283
array[2231]: 482920
array[2232]: 310833
array[2233]: 679380
array[2234]: 290428
array[2235]: 405874
array[2236]: 439535
array[2237]: 527231
array[2238]: 942181
array[2239]: 726159
array[2240]: 880692
array[2241]: 111725
array[2242]: 134101
array[2243]: 123347
array[2244]: 708210
array[2245]: 265399
array[2246]: 234309
array[2247]: 169540
array[2248]: 859326
array[2249]: 844819
array[2250]: 566253
array[2251]: 495021
array[2252]: 689478
array[2253]: 347734
array[2254]: 141671
array[2255]: 468597
array[2256]: 113189
array[2257]: 678075
array[2258]: 807871
array[2259]: 511684
array[2260]: 793053
array[2261]: 765966
array[2262]: 274564
array[2263]: 535536
array[2264]: 791799
array[2265]: 881914
array[2266]: 509891
array[2267]: 180917
array[2268]: 483854
array[2269]: 416545
array[2270]: 329076
array[2271]: 446629
array[2272]: 836141
array[2273]: 424822
array[2274]: 182660
array[2275]: 528561
array[2276]: 912920
array[2277]: 404793
array[2278]: 699155
array[2279]: 34003
array[2280]: 125355
array[2281]: 934537
array[2282]: 543156
array[2283]: 384415
array[2284]: 379525
array[2285]: 679952
array[2286]: 418999
array[2287]: 486487
array[2288]: 933007
array[2289]: 871312
array[2290]: 241076
array[2291]: 623070
array[2292]: 878670
array[2293]: 691929
array[2294]: 848387
array[2295]: 297844
array[2296]: 59057
array[2297]: 690214
array[2298]: 209655
array[2299]: 10653
array[2300]: 699003
array[2301]: 872810
array[2302]: 642585
array[2303]: 535143
array[2304]: 1013667
array[2305]: 100827
array[2306]: 697376
array[2307]: 569298
array[2308]: 771253
array[2309]: 870324
array[2310]: 33752
array[2311]: 303406
